date,campaign_name,adset_name,creative,creative_type,objective,city,spend,impressions,reach,clicks,landed,lead_submitted,pay_now_attempt,conversions,gtv
2026-04-03,vrs26_meta_lookalike_1p_natl,vrs26_meta_lookalike_1p_natl__as_broad_18_34,crt_017_static_citystreets,static,lookalike,Hyderabad,1057.3,6509,4583,91,91,8,1,1,1999
2026-04-03,vrs26_meta_lookalike_1p_natl,vrs26_meta_lookalike_1p_natl__as_broad_18_34,crt_017_static_citystreets,static,lookalike,Pune,928.54,5885,3873,62,62,6,4,3,3397
2026-04-03,vrs26_meta_lookalike_1p_natl,vrs26_meta_lookalike_1p_natl__as_broad_18_34,crt_017_static_citystreets,static,lookalike,Chennai,587.62,4085,2240,54,54,8,4,3,7796
2026-04-03,vrs26_meta_retarget_landers_natl,vrs26_meta_retarget_landers_natl__as_lal_purchasers_2pct,crt_024_video_trainingplan,video,retargeting,Mumbai,1363.02,8570,4909,109,109,11,3,3,4297
2026-04-03,vrs26_meta_retarget_landers_natl,vrs26_meta_retarget_landers_natl__as_lal_purchasers_2pct,crt_024_video_trainingplan,video,retargeting,Delhi NCR,1263.44,7100,4866,98,98,12,7,6,11992
2026-04-03,vrs26_meta_retarget_landers_natl,vrs26_meta_retarget_landers_natl__as_lal_purchasers_2pct,crt_024_video_trainingplan,video,retargeting,Bengaluru,1007.17,6429,3987,97,97,9,3,1,499
2026-04-03,vrs26_meta_retarget_landers_natl,vrs26_meta_retarget_landers_natl__as_lal_purchasers_2pct,crt_024_video_trainingplan,video,retargeting,Hyderabad,707.42,4015,2651,69,69,5,0,0,0
2026-04-03,vrs26_meta_retarget_landers_natl,vrs26_meta_retarget_landers_natl__as_lal_purchasers_2pct,crt_024_video_trainingplan,video,retargeting,Pune,562.74,3444,2193,50,50,4,3,2,2798
2026-04-03,vrs26_meta_retarget_landers_natl,vrs26_meta_retarget_landers_natl__as_lal_purchasers_2pct,crt_024_video_trainingplan,video,retargeting,Chennai,405.37,2507,1781,29,29,2,0,0,0
2026-04-03,vrs26_meta_retarget_landers_natl,vrs26_meta_retarget_landers_natl__as_corp_wellness,crt_026_video_citystreets,video,retargeting,Mumbai,1961.79,13078,9277,161,161,14,5,1,799
2026-04-03,vrs26_meta_retarget_landers_natl,vrs26_meta_retarget_landers_natl__as_corp_wellness,crt_026_video_citystreets,video,retargeting,Delhi NCR,1848.96,10936,6352,186,186,13,7,3,13497
2026-04-03,vrs26_meta_retarget_landers_natl,vrs26_meta_retarget_landers_natl__as_corp_wellness,crt_026_video_citystreets,video,retargeting,Bengaluru,1510.95,10036,5511,156,156,11,3,2,3298
2026-04-03,vrs26_meta_retarget_landers_natl,vrs26_meta_retarget_landers_natl__as_corp_wellness,crt_026_video_citystreets,video,retargeting,Hyderabad,1056.94,5792,3377,89,89,9,3,3,4896
2026-04-03,vrs26_meta_retarget_landers_natl,vrs26_meta_retarget_landers_natl__as_corp_wellness,crt_026_video_citystreets,video,retargeting,Pune,575.51,3278,1922,53,53,4,1,1,1999
2026-04-03,vrs26_meta_retarget_landers_natl,vrs26_meta_retarget_landers_natl__as_corp_wellness,crt_026_video_citystreets,video,retargeting,Chennai,588.03,3374,2301,35,35,5,1,0,0
2026-04-03,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_int_fitness,crt_035_static_pricedrop,static,brand,Mumbai,1266.64,7730,5625,87,87,10,1,1,1999
2026-04-03,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_int_fitness,crt_035_static_pricedrop,static,brand,Delhi NCR,1077.76,7127,4568,85,85,6,1,0,0
2026-04-03,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_int_fitness,crt_035_static_pricedrop,static,brand,Bengaluru,973.57,6167,4228,87,87,7,4,4,5596
2026-04-03,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_int_fitness,crt_035_static_pricedrop,static,brand,Hyderabad,685.74,4573,3116,47,47,7,2,1,799
2026-04-03,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_int_fitness,crt_035_static_pricedrop,static,brand,Pune,523.78,3566,2216,32,32,5,2,1,799
2026-04-03,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_int_fitness,crt_035_static_pricedrop,static,brand,Chennai,363.5,2069,1210,24,24,4,1,0,0
2026-04-03,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_broad_35_54,crt_037_carousel_kidsdash,carousel,brand,Mumbai,911.14,5480,3348,75,75,8,2,1,799
2026-04-03,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_broad_35_54,crt_037_carousel_kidsdash,carousel,brand,Delhi NCR,723.26,4410,2394,46,46,1,0,0,0
2026-04-03,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_broad_35_54,crt_037_carousel_kidsdash,carousel,brand,Bengaluru,718.6,4597,2632,82,82,6,4,1,2999
2026-04-03,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_broad_35_54,crt_037_carousel_kidsdash,carousel,brand,Hyderabad,475.85,2926,2094,58,58,2,1,1,1299
2026-04-03,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_broad_35_54,crt_037_carousel_kidsdash,carousel,brand,Pune,322.43,1612,986,19,19,2,1,0,0
2026-04-03,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_broad_35_54,crt_037_carousel_kidsdash,carousel,brand,Chennai,268.94,1670,1146,13,13,0,0,0,0
2026-04-03,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_rt_video_75,crt_040_static_teamrun,static,brand,Mumbai,516.65,2894,2054,24,24,3,2,1,2598
2026-04-03,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_rt_video_75,crt_040_static_teamrun,static,brand,Delhi NCR,556.2,2924,1731,21,21,4,0,0,0
2026-04-03,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_rt_video_75,crt_040_static_teamrun,static,brand,Bengaluru,481.4,2979,2081,35,35,2,1,1,2999
2026-04-03,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_rt_video_75,crt_040_static_teamrun,static,brand,Hyderabad,292.87,1901,1150,18,18,1,1,0,0
2026-04-03,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_rt_video_75,crt_040_static_teamrun,static,brand,Pune,211.26,1247,766,10,10,1,0,0,0
2026-04-03,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_rt_video_75,crt_040_static_teamrun,static,brand,Chennai,198.39,1173,842,12,12,3,1,0,0
2026-04-03,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_rt_video_75,crt_041_video_finishline,video,brand,Mumbai,659.97,4236,2971,64,64,5,4,2,2098
2026-04-03,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_rt_video_75,crt_041_video_finishline,video,brand,Delhi NCR,710.5,3489,2280,47,47,3,2,1,499
2026-04-03,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_rt_video_75,crt_041_video_finishline,video,brand,Bengaluru,614.94,3500,2214,38,38,4,3,1,1999
2026-04-03,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_rt_video_75,crt_041_video_finishline,video,brand,Hyderabad,374.11,2145,1180,25,25,1,0,0,0
2026-04-03,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_rt_video_75,crt_041_video_finishline,video,brand,Pune,269.86,1219,832,22,22,2,1,0,0
2026-04-03,vrs26_meta_brand_video_natl,vrs26_meta_brand_video_natl__as_rt_video_75,crt_041_video_finishline,video,brand,Chennai,253.42,1614,1076,36,36,1,1,1,799
2026-04-03,vrs26_meta_conv_earlybird_mum,vrs26_meta_conv_earlybird_mum__as_broad_35_54,crt_042_video_pricedrop,video,conversion,Mumbai,2687.68,15936,11196,281,281,19,7,6,10794
2026-04-03,vrs26_meta_conv_earlybird_mum,vrs26_meta_conv_earlybird_mum__as_broad_35_54,crt_042_video_pricedrop,video,conversion,Delhi NCR,158.74,1008,588,9,9,3,1,1,1299
2026-04-03,vrs26_meta_conv_earlybird_mum,vrs26_meta_conv_earlybird_mum__as_broad_35_54,crt_042_video_pricedrop,video,conversion,Bengaluru,131.03,817,550,11,11,1,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_mum,vrs26_meta_conv_earlybird_mum__as_broad_35_54,crt_042_video_pricedrop,video,conversion,Hyderabad,118.11,761,417,17,17,0,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_mum,vrs26_meta_conv_earlybird_mum__as_broad_35_54,crt_042_video_pricedrop,video,conversion,Pune,61.55,340,251,2,2,0,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_mum,vrs26_meta_conv_earlybird_mum__as_broad_35_54,crt_042_video_pricedrop,video,conversion,Chennai,56.62,355,255,8,8,1,1,1,1299
2026-04-03,vrs26_meta_conv_earlybird_mum,vrs26_meta_conv_earlybird_mum__as_broad_35_54,crt_043_video_kidsdash,video,conversion,Mumbai,1726,11483,7068,166,166,12,6,3,7997
2026-04-03,vrs26_meta_conv_earlybird_mum,vrs26_meta_conv_earlybird_mum__as_broad_35_54,crt_043_video_kidsdash,video,conversion,Delhi NCR,101.94,620,363,8,8,0,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_mum,vrs26_meta_conv_earlybird_mum__as_broad_35_54,crt_043_video_kidsdash,video,conversion,Bengaluru,84.15,549,298,12,12,0,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_mum,vrs26_meta_conv_earlybird_mum__as_broad_35_54,crt_043_video_kidsdash,video,conversion,Hyderabad,75.85,492,289,8,8,0,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_mum,vrs26_meta_conv_earlybird_mum__as_broad_35_54,crt_043_video_kidsdash,video,conversion,Pune,39.53,213,137,4,4,1,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_mum,vrs26_meta_conv_earlybird_mum__as_broad_35_54,crt_043_video_kidsdash,video,conversion,Chennai,36.36,243,162,0,0,0,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_mum,vrs26_meta_conv_earlybird_mum__as_int_running,crt_044_static_teamrun,static,conversion,Mumbai,1625.12,10383,5921,111,111,11,3,2,4298
2026-04-03,vrs26_meta_conv_earlybird_mum,vrs26_meta_conv_earlybird_mum__as_int_running,crt_044_static_teamrun,static,conversion,Delhi NCR,115.35,746,465,10,10,1,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_mum,vrs26_meta_conv_earlybird_mum__as_int_running,crt_044_static_teamrun,static,conversion,Bengaluru,77.25,382,254,9,9,0,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_mum,vrs26_meta_conv_earlybird_mum__as_int_running,crt_044_static_teamrun,static,conversion,Hyderabad,75.25,484,307,3,3,1,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_mum,vrs26_meta_conv_earlybird_mum__as_int_running,crt_044_static_teamrun,static,conversion,Pune,51.08,332,181,1,1,0,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_mum,vrs26_meta_conv_earlybird_mum__as_int_running,crt_044_static_teamrun,static,conversion,Chennai,45.11,279,200,3,3,0,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_mum,vrs26_meta_conv_earlybird_mum__as_int_running,crt_045_video_countdown,video,conversion,Mumbai,1633.21,9403,5699,122,122,12,3,2,2098
2026-04-03,vrs26_meta_conv_earlybird_mum,vrs26_meta_conv_earlybird_mum__as_int_running,crt_045_video_countdown,video,conversion,Delhi NCR,115.92,794,548,12,12,0,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_mum,vrs26_meta_conv_earlybird_mum__as_int_running,crt_045_video_countdown,video,conversion,Bengaluru,77.63,491,289,6,6,0,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_mum,vrs26_meta_conv_earlybird_mum__as_int_running,crt_045_video_countdown,video,conversion,Hyderabad,75.62,468,278,5,5,1,1,1,799
2026-04-03,vrs26_meta_conv_earlybird_mum,vrs26_meta_conv_earlybird_mum__as_int_running,crt_045_video_countdown,video,conversion,Pune,51.34,318,179,4,4,1,1,0,0
2026-04-03,vrs26_meta_conv_earlybird_mum,vrs26_meta_conv_earlybird_mum__as_int_running,crt_045_video_countdown,video,conversion,Chennai,45.34,273,160,0,0,0,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_mum,vrs26_meta_conv_earlybird_mum__as_int_running,crt_046_static_testimonial,static,conversion,Mumbai,991.47,5082,3550,78,78,5,1,0,0
2026-04-03,vrs26_meta_conv_earlybird_mum,vrs26_meta_conv_earlybird_mum__as_int_running,crt_046_static_testimonial,static,conversion,Delhi NCR,70.37,439,306,7,7,0,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_mum,vrs26_meta_conv_earlybird_mum__as_int_running,crt_046_static_testimonial,static,conversion,Bengaluru,47.13,302,166,2,2,1,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_mum,vrs26_meta_conv_earlybird_mum__as_int_running,crt_046_static_testimonial,static,conversion,Hyderabad,45.91,295,177,5,5,0,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_mum,vrs26_meta_conv_earlybird_mum__as_int_running,crt_046_static_testimonial,static,conversion,Pune,31.17,217,134,5,5,0,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_mum,vrs26_meta_conv_earlybird_mum__as_int_running,crt_046_static_testimonial,static,conversion,Chennai,27.52,175,109,0,0,0,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_del,vrs26_meta_conv_earlybird_del__as_int_fitness,crt_047_video_medalshot,video,conversion,Mumbai,76.83,460,260,7,7,0,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_del,vrs26_meta_conv_earlybird_del__as_int_fitness,crt_047_video_medalshot,video,conversion,Delhi NCR,1199.26,7453,4646,103,103,11,5,5,8595
2026-04-03,vrs26_meta_conv_earlybird_del,vrs26_meta_conv_earlybird_del__as_int_fitness,crt_047_video_medalshot,video,conversion,Bengaluru,65.98,382,220,4,4,1,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_del,vrs26_meta_conv_earlybird_del__as_int_fitness,crt_047_video_medalshot,video,conversion,Hyderabad,41.82,260,161,5,5,2,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_del,vrs26_meta_conv_earlybird_del__as_int_fitness,crt_047_video_medalshot,video,conversion,Pune,33.36,199,137,4,4,0,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_del,vrs26_meta_conv_earlybird_del__as_int_fitness,crt_047_video_medalshot,video,conversion,Chennai,28.74,188,135,2,2,0,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_del,vrs26_meta_conv_earlybird_del__as_int_fitness,crt_048_carousel_medalshot,carousel,conversion,Mumbai,145.2,916,548,9,9,3,2,2,2098
2026-04-03,vrs26_meta_conv_earlybird_del,vrs26_meta_conv_earlybird_del__as_int_fitness,crt_048_carousel_medalshot,carousel,conversion,Delhi NCR,2266.57,15710,9026,264,264,28,12,4,5596
2026-04-03,vrs26_meta_conv_earlybird_del,vrs26_meta_conv_earlybird_del__as_int_fitness,crt_048_carousel_medalshot,carousel,conversion,Bengaluru,124.69,817,602,13,13,1,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_del,vrs26_meta_conv_earlybird_del__as_int_fitness,crt_048_carousel_medalshot,carousel,conversion,Hyderabad,79.04,526,379,10,10,2,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_del,vrs26_meta_conv_earlybird_del__as_int_fitness,crt_048_carousel_medalshot,carousel,conversion,Pune,63.06,428,287,5,5,0,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_del,vrs26_meta_conv_earlybird_del__as_int_fitness,crt_048_carousel_medalshot,carousel,conversion,Chennai,54.32,303,169,5,5,1,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_del,vrs26_meta_conv_earlybird_del__as_lal_leads_5pct,crt_049_video_sunrise,video,conversion,Mumbai,73.06,361,254,4,4,0,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_del,vrs26_meta_conv_earlybird_del__as_lal_leads_5pct,crt_049_video_sunrise,video,conversion,Delhi NCR,1211.91,7234,4141,102,102,12,2,0,0
2026-04-03,vrs26_meta_conv_earlybird_del,vrs26_meta_conv_earlybird_del__as_lal_leads_5pct,crt_049_video_sunrise,video,conversion,Bengaluru,65.24,429,243,5,5,2,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_del,vrs26_meta_conv_earlybird_del__as_lal_leads_5pct,crt_049_video_sunrise,video,conversion,Hyderabad,41.11,221,155,6,6,0,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_del,vrs26_meta_conv_earlybird_del__as_lal_leads_5pct,crt_049_video_sunrise,video,conversion,Pune,30.42,189,106,4,4,0,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_del,vrs26_meta_conv_earlybird_del__as_lal_leads_5pct,crt_049_video_sunrise,video,conversion,Chennai,21.86,118,81,0,0,0,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_del,vrs26_meta_conv_earlybird_del__as_lal_leads_5pct,crt_050_video_finishline,video,conversion,Mumbai,90.64,539,344,8,8,2,1,1,799
2026-04-03,vrs26_meta_conv_earlybird_del,vrs26_meta_conv_earlybird_del__as_lal_leads_5pct,crt_050_video_finishline,video,conversion,Delhi NCR,1503.4,9484,6320,143,143,16,7,6,7793
2026-04-03,vrs26_meta_conv_earlybird_del,vrs26_meta_conv_earlybird_del__as_lal_leads_5pct,crt_050_video_finishline,video,conversion,Bengaluru,80.93,488,277,6,6,0,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_del,vrs26_meta_conv_earlybird_del__as_lal_leads_5pct,crt_050_video_finishline,video,conversion,Hyderabad,51,326,178,5,5,0,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_del,vrs26_meta_conv_earlybird_del__as_lal_leads_5pct,crt_050_video_finishline,video,conversion,Pune,37.73,211,140,2,2,0,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_del,vrs26_meta_conv_earlybird_del__as_lal_leads_5pct,crt_050_video_finishline,video,conversion,Chennai,27.11,162,114,2,2,0,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_del,vrs26_meta_conv_earlybird_del__as_broad_35_54,crt_051_video_citystreets,video,conversion,Mumbai,75.85,478,304,6,6,1,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_del,vrs26_meta_conv_earlybird_del__as_broad_35_54,crt_051_video_citystreets,video,conversion,Delhi NCR,1073.57,6513,4317,102,102,8,1,0,0
2026-04-03,vrs26_meta_conv_earlybird_del,vrs26_meta_conv_earlybird_del__as_broad_35_54,crt_051_video_citystreets,video,conversion,Bengaluru,75.41,489,360,6,6,2,1,1,499
2026-04-03,vrs26_meta_conv_earlybird_del,vrs26_meta_conv_earlybird_del__as_broad_35_54,crt_051_video_citystreets,video,conversion,Hyderabad,35.56,203,126,4,4,1,1,1,1299
2026-04-03,vrs26_meta_conv_earlybird_del,vrs26_meta_conv_earlybird_del__as_broad_35_54,crt_051_video_citystreets,video,conversion,Pune,30.49,178,122,2,2,0,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_del,vrs26_meta_conv_earlybird_del__as_broad_35_54,crt_051_video_citystreets,video,conversion,Chennai,28.76,156,112,0,0,0,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_del,vrs26_meta_conv_earlybird_del__as_broad_35_54,crt_053_collection_testimonial,collection,conversion,Mumbai,80.56,462,282,8,8,0,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_del,vrs26_meta_conv_earlybird_del__as_broad_35_54,crt_053_collection_testimonial,collection,conversion,Delhi NCR,1140.19,7281,5044,109,109,12,3,2,1298
2026-04-03,vrs26_meta_conv_earlybird_del,vrs26_meta_conv_earlybird_del__as_broad_35_54,crt_053_collection_testimonial,collection,conversion,Bengaluru,80.09,502,283,6,6,0,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_del,vrs26_meta_conv_earlybird_del__as_broad_35_54,crt_053_collection_testimonial,collection,conversion,Hyderabad,37.77,263,156,5,5,0,0,0,0
2026-04-03,vrs26_meta_conv_earlybird_del,vrs26_meta_conv_earlybird_del__as_broad_35_54,crt_053_collection_testimonial,collection,conversion,Pune,32.38,199,109,4,4,2,1,1,799
2026-04-03,vrs26_meta_conv_earlybird_del,vrs26_meta_conv_earlybird_del__as_broad_35_54,crt_053_collection_testimonial,collection,conversion,Chennai,30.54,187,131,2,2,0,0,0,0
2026-04-04,vrs26_meta_prospect_broad_natl,vrs26_meta_prospect_broad_natl__as_rt_cart_7d,crt_001_static_finishline,static,prospecting,Mumbai,1468.31,9757,6411,113,113,13,3,1,799
2026-04-04,vrs26_meta_prospect_broad_natl,vrs26_meta_prospect_broad_natl__as_rt_cart_7d,crt_001_static_finishline,static,prospecting,Delhi NCR,1129.36,7006,5051,70,70,7,1,0,0
2026-04-04,vrs26_meta_prospect_broad_natl,vrs26_meta_prospect_broad_natl__as_rt_cart_7d,crt_001_static_finishline,static,prospecting,Bengaluru,1070.89,7704,5352,118,118,5,1,0,0
2026-04-04,vrs26_meta_prospect_broad_natl,vrs26_meta_prospect_broad_natl__as_rt_cart_7d,crt_001_static_finishline,static,prospecting,Hyderabad,737.7,5175,3554,72,72,7,2,1,1999
2026-04-04,vrs26_meta_prospect_broad_natl,vrs26_meta_prospect_broad_natl__as_rt_cart_7d,crt_001_static_finishline,static,prospecting,Pune,497.73,3142,2275,45,45,3,1,0,0
2026-04-04,vrs26_meta_prospect_broad_natl,vrs26_meta_prospect_broad_natl__as_rt_cart_7d,crt_001_static_finishline,static,prospecting,Chennai,418.39,2780,1633,25,25,5,2,0,0
2026-04-04,vrs26_meta_prospect_broad_natl,vrs26_meta_prospect_broad_natl__as_rt_cart_7d,crt_003_static_medalshot,static,prospecting,Mumbai,937.74,6352,4227,54,54,5,0,0,0
2026-04-04,vrs26_meta_prospect_broad_natl,vrs26_meta_prospect_broad_natl__as_rt_cart_7d,crt_003_static_medalshot,static,prospecting,Delhi NCR,721.27,4939,3337,48,48,6,2,2,1798
2026-04-04,vrs26_meta_prospect_broad_natl,vrs26_meta_prospect_broad_natl__as_rt_cart_7d,crt_003_static_medalshot,static,prospecting,Bengaluru,683.93,4682,2645,55,55,4,2,2,3298
2026-04-04,vrs26_meta_prospect_broad_natl,vrs26_meta_prospect_broad_natl__as_rt_cart_7d,crt_003_static_medalshot,static,prospecting,Hyderabad,471.13,3062,1796,48,48,5,0,0,0
2026-04-04,vrs26_meta_prospect_broad_natl,vrs26_meta_prospect_broad_natl__as_rt_cart_7d,crt_003_static_medalshot,static,prospecting,Pune,317.87,2019,1127,22,22,2,0,0,0
2026-04-04,vrs26_meta_prospect_broad_natl,vrs26_meta_prospect_broad_natl__as_rt_cart_7d,crt_003_static_medalshot,static,prospecting,Chennai,267.2,1815,1151,23,23,1,0,0,0
2026-04-04,vrs26_meta_prospect_interest_mum,vrs26_meta_prospect_interest_mum__as_corp_wellness,crt_007_video_teamrun,video,prospecting,Mumbai,5060.62,30869,21974,578,578,48,13,8,10592
2026-04-04,vrs26_meta_prospect_interest_mum,vrs26_meta_prospect_interest_mum__as_corp_wellness,crt_007_video_teamrun,video,prospecting,Delhi NCR,327.13,2049,1444,38,38,3,1,1,499
2026-04-04,vrs26_meta_prospect_interest_mum,vrs26_meta_prospect_interest_mum__as_corp_wellness,crt_007_video_teamrun,video,prospecting,Bengaluru,274.57,1870,1338,32,32,5,1,1,799
2026-04-04,vrs26_meta_prospect_interest_mum,vrs26_meta_prospect_interest_mum__as_corp_wellness,crt_007_video_teamrun,video,prospecting,Hyderabad,184.23,1291,887,19,19,0,0,0,0
2026-04-04,vrs26_meta_prospect_interest_mum,vrs26_meta_prospect_interest_mum__as_corp_wellness,crt_007_video_teamrun,video,prospecting,Pune,135.8,828,466,15,15,0,0,0,0
2026-04-04,vrs26_meta_prospect_interest_mum,vrs26_meta_prospect_interest_mum__as_corp_wellness,crt_007_video_teamrun,video,prospecting,Chennai,98.91,568,397,8,8,0,0,0,0
2026-04-04,vrs26_meta_prospect_interest_mum,vrs26_meta_prospect_interest_mum__as_rt_web_30d,crt_010_static_testimonial,static,prospecting,Mumbai,2763.25,19075,12911,230,230,18,4,2,2098
2026-04-04,vrs26_meta_prospect_interest_mum,vrs26_meta_prospect_interest_mum__as_rt_web_30d,crt_010_static_testimonial,static,prospecting,Delhi NCR,127.08,836,469,11,11,3,2,2,7298
2026-04-04,vrs26_meta_prospect_interest_mum,vrs26_meta_prospect_interest_mum__as_rt_web_30d,crt_010_static_testimonial,static,prospecting,Bengaluru,189.44,1201,782,7,7,1,0,0,0
2026-04-04,vrs26_meta_prospect_interest_mum,vrs26_meta_prospect_interest_mum__as_rt_web_30d,crt_010_static_testimonial,static,prospecting,Hyderabad,117.92,777,505,9,9,1,0,0,0
2026-04-04,vrs26_meta_prospect_interest_mum,vrs26_meta_prospect_interest_mum__as_rt_web_30d,crt_010_static_testimonial,static,prospecting,Pune,66.34,388,227,4,4,0,0,0,0
2026-04-04,vrs26_meta_prospect_interest_mum,vrs26_meta_prospect_interest_mum__as_rt_web_30d,crt_010_static_testimonial,static,prospecting,Chennai,78.87,507,341,11,11,1,0,0,0
2026-04-04,vrs26_meta_lookalike_1p_natl,vrs26_meta_lookalike_1p_natl__as_broad_18_34,crt_017_static_citystreets,static,lookalike,Mumbai,1758.54,12866,9246,178,178,10,4,3,5196
2026-04-04,vrs26_meta_lookalike_1p_natl,vrs26_meta_lookalike_1p_natl__as_broad_18_34,crt_017_static_citystreets,static,lookalike,Delhi NCR,1635.66,10406,6316,129,129,9,3,3,2097
2026-04-04,vrs26_meta_lookalike_1p_natl,vrs26_meta_lookalike_1p_natl__as_broad_18_34,crt_017_static_citystreets,static,lookalike,Bengaluru,1436.8,8208,5750,107,107,11,0,0,0
2026-04-04,vrs26_meta_lookalike_1p_natl,vrs26_meta_lookalike_1p_natl__as_broad_18_34,crt_017_static_citystreets,static,lookalike,Hyderabad,1098.78,8199,4862,117,117,11,1,0,0
2026-04-04,vrs26_meta_lookalike_1p_natl,vrs26_meta_lookalike_1p_natl__as_broad_18_34,crt_017_static_citystreets,static,lookalike,Pune,567.38,3621,2305,55,55,3,1,1,499
2026-04-04,vrs26_meta_lookalike_1p_natl,vrs26_meta_lookalike_1p_natl__as_broad_18_34,crt_017_static_citystreets,static,lookalike,Chennai,577.75,3412,2312,40,40,3,1,0,0
2026-04-04,vrs26_meta_retarget_landers_natl,vrs26_meta_retarget_landers_natl__as_lal_purchasers_2pct,crt_024_video_trainingplan,video,retargeting,Mumbai,1166.06,7239,4617,111,111,9,1,1,1999
2026-04-04,vrs26_meta_retarget_landers_natl,vrs26_meta_retarget_landers_natl__as_lal_purchasers_2pct,crt_024_video_trainingplan,video,retargeting,Delhi NCR,918.77,5598,3680,89,89,12,4,0,0
2026-04-04,vrs26_meta_retarget_landers_natl,vrs26_meta_retarget_landers_natl__as_lal_purchasers_2pct,crt_024_video_trainingplan,video,retargeting,Bengaluru,889.59,5726,3710,53,53,3,0,0,0
2026-04-04,vrs26_meta_retarget_landers_natl,vrs26_meta_retarget_landers_natl__as_lal_purchasers_2pct,crt_024_video_trainingplan,video,retargeting,Hyderabad,617.33,4365,3141,41,41,4,0,0,0
2026-04-04,vrs26_meta_retarget_landers_natl,vrs26_meta_retarget_landers_natl__as_lal_purchasers_2pct,crt_024_video_trainingplan,video,retargeting,Pune,405.89,2666,1680,57,57,0,0,0,0
2026-04-04,vrs26_meta_retarget_landers_natl,vrs26_meta_retarget_landers_natl__as_lal_purchasers_2pct,crt_024_video_trainingplan,video,retargeting,Chennai,379.3,2402,1409,20,20,3,2,1,1299
