date,campaign_name,campaign_type,city,spend,impressions,clicks,landed,lead_submitted,pay_now_attempt,conversions,gtv
2026-04-26,vrs26_gads_yt_instream_natl,youtube,Chennai,698.77,2549,43,43,5,2,1,1299
2026-04-27,vrs26_gads_search_brand_natl,search_brand,Mumbai,2460.91,8491,212,212,43,23,12,18788
2026-04-27,vrs26_gads_search_brand_natl,search_brand,Delhi NCR,1912.87,6794,123,123,30,11,9,19191
2026-04-27,vrs26_gads_search_brand_natl,search_brand,Bengaluru,1966.19,7637,118,118,16,8,5,4395
2026-04-27,vrs26_gads_search_brand_natl,search_brand,Hyderabad,1491.71,5350,114,114,29,11,9,14891
2026-04-27,vrs26_gads_search_brand_natl,search_brand,Pune,999.14,3653,73,73,14,8,7,12893
2026-04-27,vrs26_gads_search_brand_natl,search_brand,Chennai,789.07,2633,56,56,10,3,3,4797
2026-04-27,vrs26_gads_search_generic_marathon_natl,search_generic,Mumbai,3336.41,11748,256,256,36,16,11,21888
2026-04-27,vrs26_gads_search_generic_marathon_natl,search_generic,Delhi NCR,3604.39,10909,288,288,45,17,9,10391
2026-04-27,vrs26_gads_search_generic_marathon_natl,search_generic,Bengaluru,2772.66,9558,199,199,24,6,3,10596
2026-04-27,vrs26_gads_search_generic_marathon_natl,search_generic,Hyderabad,1741.06,6666,152,152,19,10,5,9795
2026-04-27,vrs26_gads_search_generic_marathon_natl,search_generic,Pune,1364.71,4892,103,103,21,6,4,6396
2026-04-27,vrs26_gads_search_generic_marathon_natl,search_generic,Chennai,1240.63,4230,93,93,8,4,1,998
2026-04-27,vrs26_gads_search_generic_10k_natl,search_generic,Mumbai,2167.43,9293,190,190,23,9,4,3895
2026-04-27,vrs26_gads_search_generic_10k_natl,search_generic,Delhi NCR,1836.85,6282,102,102,13,6,1,2499
2026-04-27,vrs26_gads_search_generic_10k_natl,search_generic,Bengaluru,1829.14,6393,129,129,17,6,2,3498
2026-04-27,vrs26_gads_search_generic_10k_natl,search_generic,Hyderabad,1438.51,5653,170,170,15,8,5,11094
2026-04-27,vrs26_gads_search_generic_10k_natl,search_generic,Pune,910.21,3377,73,73,9,3,2,3798
2026-04-27,vrs26_gads_search_generic_10k_natl,search_generic,Chennai,697.77,2316,46,46,8,1,1,3499
2026-04-27,vrs26_gads_pmax_all_natl,pmax,Mumbai,4118.67,14476,291,291,41,14,7,12393
2026-04-27,vrs26_gads_pmax_all_natl,pmax,Delhi NCR,2574.95,9196,251,251,18,9,5,14595
2026-04-27,vrs26_gads_pmax_all_natl,pmax,Bengaluru,2628.38,10131,195,195,21,8,3,13797
2026-04-27,vrs26_gads_pmax_all_natl,pmax,Hyderabad,1684.99,6372,111,111,9,6,2,1798
2026-04-27,vrs26_gads_pmax_all_natl,pmax,Pune,1471.12,5360,114,114,15,10,7,12892
2026-04-27,vrs26_gads_pmax_all_natl,pmax,Chennai,1026.75,3830,90,90,13,6,1,499
2026-04-27,vrs26_gads_pmax_mum,pmax,Mumbai,5917.38,20306,464,464,44,20,10,30989
2026-04-27,vrs26_gads_pmax_mum,pmax,Delhi NCR,403.52,1479,34,34,1,1,1,799
2026-04-27,vrs26_gads_pmax_mum,pmax,Bengaluru,370.71,1365,36,36,2,0,0,0
2026-04-27,vrs26_gads_pmax_mum,pmax,Hyderabad,221.94,813,12,12,0,0,0,0
2026-04-27,vrs26_gads_pmax_mum,pmax,Pune,172.97,624,4,4,1,0,0,0
2026-04-27,vrs26_gads_pmax_mum,pmax,Chennai,128.4,523,12,12,0,0,0,0
2026-04-27,vrs26_gads_pmax_blr,pmax,Mumbai,417.05,1452,23,23,5,1,0,0
2026-04-27,vrs26_gads_pmax_blr,pmax,Delhi NCR,372.85,1005,15,15,1,0,0,0
2026-04-27,vrs26_gads_pmax_blr,pmax,Bengaluru,4980.3,16212,431,431,47,19,9,21890
2026-04-27,vrs26_gads_pmax_blr,pmax,Hyderabad,216.03,672,16,16,1,0,0,0
2026-04-27,vrs26_gads_pmax_blr,pmax,Pune,180.45,647,12,12,2,0,0,0
2026-04-27,vrs26_gads_pmax_blr,pmax,Chennai,123.25,473,13,13,0,0,0,0
2026-04-27,vrs26_gads_display_remarketing_natl,display,Mumbai,1848.7,6478,142,142,13,8,4,5596
2026-04-27,vrs26_gads_display_remarketing_natl,display,Delhi NCR,1321.32,5090,111,111,5,1,0,0
2026-04-27,vrs26_gads_display_remarketing_natl,display,Bengaluru,1370.32,5085,142,142,9,2,1,799
2026-04-27,vrs26_gads_display_remarketing_natl,display,Hyderabad,906.7,3044,54,54,3,0,0,0
2026-04-27,vrs26_gads_display_remarketing_natl,display,Pune,713.36,2748,82,82,8,4,3,16996
2026-04-27,vrs26_gads_display_remarketing_natl,display,Chennai,499.52,1894,35,35,3,2,0,0
2026-04-27,vrs26_gads_yt_instream_natl,youtube,Mumbai,2116.42,7212,153,153,10,2,1,1999
2026-04-27,vrs26_gads_yt_instream_natl,youtube,Delhi NCR,1915.85,7327,139,139,3,0,0,0
2026-04-27,vrs26_gads_yt_instream_natl,youtube,Bengaluru,1587.23,5143,85,85,7,5,2,7298
2026-04-27,vrs26_gads_yt_instream_natl,youtube,Hyderabad,1046.48,3855,90,90,8,4,1,3499
2026-04-27,vrs26_gads_yt_instream_natl,youtube,Pune,835.09,2804,50,50,0,0,0,0
2026-04-27,vrs26_gads_yt_instream_natl,youtube,Chennai,638.85,2150,48,48,2,0,0,0
2026-04-28,vrs26_gads_search_brand_natl,search_brand,Mumbai,1989.97,7865,154,154,38,15,12,22788
2026-04-28,vrs26_gads_search_brand_natl,search_brand,Delhi NCR,1599.63,6084,136,136,19,13,9,14490
2026-04-28,vrs26_gads_search_brand_natl,search_brand,Bengaluru,1324.64,6248,112,112,23,8,5,5795
2026-04-28,vrs26_gads_search_brand_natl,search_brand,Hyderabad,1242.29,4601,72,72,11,5,0,0
2026-04-28,vrs26_gads_search_brand_natl,search_brand,Pune,757.12,2589,50,50,10,4,4,5096
2026-04-28,vrs26_gads_search_brand_natl,search_brand,Chennai,683.97,2875,37,37,3,1,1,6499
2026-04-28,vrs26_gads_search_generic_marathon_natl,search_generic,Mumbai,2990.6,12500,279,279,35,16,10,14390
2026-04-28,vrs26_gads_search_generic_marathon_natl,search_generic,Delhi NCR,2533.75,9052,190,190,20,12,7,14393
2026-04-28,vrs26_gads_search_generic_marathon_natl,search_generic,Bengaluru,1945.7,8144,189,189,25,8,4,15895
2026-04-28,vrs26_gads_search_generic_marathon_natl,search_generic,Hyderabad,1543.63,6331,133,133,11,4,2,2798
2026-04-28,vrs26_gads_search_generic_marathon_natl,search_generic,Pune,1056.75,3951,67,67,6,2,1,799
2026-04-28,vrs26_gads_search_generic_marathon_natl,search_generic,Chennai,1033.78,4162,86,86,11,4,3,5597
2026-04-28,vrs26_gads_search_generic_10k_natl,search_generic,Mumbai,2049.82,7829,132,132,13,3,3,3796
2026-04-28,vrs26_gads_search_generic_10k_natl,search_generic,Delhi NCR,1447.39,5074,80,80,7,4,4,7895
2026-04-28,vrs26_gads_search_generic_10k_natl,search_generic,Bengaluru,1308.21,4873,83,83,4,1,0,0
2026-04-28,vrs26_gads_search_generic_10k_natl,search_generic,Hyderabad,930.18,3406,66,66,2,1,0,0
2026-04-28,vrs26_gads_search_generic_10k_natl,search_generic,Pune,663.74,2250,55,55,13,9,5,10995
2026-04-28,vrs26_gads_search_generic_10k_natl,search_generic,Chennai,613.84,2537,46,46,5,3,1,1299
2026-04-28,vrs26_gads_pmax_all_natl,pmax,Mumbai,2916.36,12324,350,350,41,20,9,16191
2026-04-28,vrs26_gads_pmax_all_natl,pmax,Delhi NCR,2239.34,8383,210,210,21,7,5,18595
2026-04-28,vrs26_gads_pmax_all_natl,pmax,Bengaluru,2285.11,8193,153,153,11,4,2,2598
2026-04-28,vrs26_gads_pmax_all_natl,pmax,Hyderabad,1511.61,5550,128,128,11,6,3,5297
2026-04-28,vrs26_gads_pmax_all_natl,pmax,Pune,956.77,3644,78,78,8,3,3,3297
2026-04-28,vrs26_gads_pmax_all_natl,pmax,Chennai,756.69,3188,67,67,9,1,1,1299
2026-04-28,vrs26_gads_pmax_mum,pmax,Mumbai,4743.03,18672,418,418,45,18,12,31488
2026-04-28,vrs26_gads_pmax_mum,pmax,Delhi NCR,258.3,1054,28,28,3,1,0,0
2026-04-28,vrs26_gads_pmax_mum,pmax,Bengaluru,271.17,1065,20,20,1,0,0,0
2026-04-28,vrs26_gads_pmax_mum,pmax,Hyderabad,218.91,747,5,5,0,0,0,0
2026-04-28,vrs26_gads_pmax_mum,pmax,Pune,121.28,486,10,10,1,0,0,0
2026-04-28,vrs26_gads_pmax_mum,pmax,Chennai,85.52,298,6,6,1,0,0,0
2026-04-28,vrs26_gads_pmax_blr,pmax,Mumbai,325.94,1277,30,30,2,1,1,1299
2026-04-28,vrs26_gads_pmax_blr,pmax,Delhi NCR,206.05,832,21,21,2,0,0,0
2026-04-28,vrs26_gads_pmax_blr,pmax,Bengaluru,4110.89,15241,295,295,37,10,5,7994
2026-04-28,vrs26_gads_pmax_blr,pmax,Hyderabad,148.76,586,9,9,1,0,0,0
2026-04-28,vrs26_gads_pmax_blr,pmax,Pune,106.31,480,8,8,1,1,1,1999
2026-04-28,vrs26_gads_pmax_blr,pmax,Chennai,69.73,255,7,7,1,1,0,0
2026-04-28,vrs26_gads_display_remarketing_natl,display,Mumbai,1303.16,4798,86,86,12,5,3,5297
2026-04-28,vrs26_gads_display_remarketing_natl,display,Delhi NCR,1175.51,4433,79,79,7,4,0,0
2026-04-28,vrs26_gads_display_remarketing_natl,display,Bengaluru,1009.13,3645,68,68,4,2,2,2098
2026-04-28,vrs26_gads_display_remarketing_natl,display,Hyderabad,768.13,2963,66,66,3,0,0,0
2026-04-28,vrs26_gads_display_remarketing_natl,display,Pune,557.27,2190,51,51,3,0,0,0
2026-04-28,vrs26_gads_display_remarketing_natl,display,Chennai,446.7,1639,26,26,2,1,1,2999
2026-04-28,vrs26_gads_yt_instream_natl,youtube,Mumbai,1649.75,7830,144,144,10,3,2,7798
2026-04-28,vrs26_gads_yt_instream_natl,youtube,Delhi NCR,1621.36,5893,152,152,13,3,2,3998
2026-04-28,vrs26_gads_yt_instream_natl,youtube,Bengaluru,1319.37,4998,103,103,4,1,1,1299
2026-04-28,vrs26_gads_yt_instream_natl,youtube,Hyderabad,691.46,2725,54,54,3,1,1,499
2026-04-28,vrs26_gads_yt_instream_natl,youtube,Pune,574.26,2302,31,31,3,1,0,0
2026-04-28,vrs26_gads_yt_instream_natl,youtube,Chennai,572.56,2515,46,46,2,1,0,0
2026-04-29,vrs26_gads_search_brand_natl,search_brand,Mumbai,2995.36,10470,240,240,38,18,8,19290
2026-04-29,vrs26_gads_search_brand_natl,search_brand,Delhi NCR,2673.29,8902,185,185,45,21,15,28585
2026-04-29,vrs26_gads_search_brand_natl,search_brand,Bengaluru,1944.95,6409,172,172,27,10,3,14997
2026-04-29,vrs26_gads_search_brand_natl,search_brand,Hyderabad,1579.83,5342,127,127,29,13,12,23787
2026-04-29,vrs26_gads_search_brand_natl,search_brand,Pune,1058.68,3492,96,96,15,6,4,14496
2026-04-29,vrs26_gads_search_brand_natl,search_brand,Chennai,823.45,2853,42,42,7,3,3,6797
2026-04-29,vrs26_gads_search_generic_marathon_natl,search_generic,Mumbai,4532.58,15352,322,322,51,17,13,12687
2026-04-29,vrs26_gads_search_generic_marathon_natl,search_generic,Delhi NCR,3399.39,10519,206,206,28,10,2,3998
2026-04-29,vrs26_gads_search_generic_marathon_natl,search_generic,Bengaluru,3443.05,11205,232,232,21,9,7,14093
2026-04-29,vrs26_gads_search_generic_marathon_natl,search_generic,Hyderabad,2362.8,8553,160,160,14,8,7,8693
2026-04-29,vrs26_gads_search_generic_marathon_natl,search_generic,Pune,1299.33,4435,89,89,14,7,5,11095
2026-04-29,vrs26_gads_search_generic_marathon_natl,search_generic,Chennai,1150.22,4145,120,120,15,5,1,799
2026-04-29,vrs26_gads_search_generic_10k_natl,search_generic,Mumbai,2689.97,8646,178,178,17,5,3,7497
2026-04-29,vrs26_gads_search_generic_10k_natl,search_generic,Delhi NCR,2162.02,7268,189,189,23,12,5,8194
2026-04-29,vrs26_gads_search_generic_10k_natl,search_generic,Bengaluru,1849.7,5967,110,110,13,4,4,4796
2026-04-29,vrs26_gads_search_generic_10k_natl,search_generic,Hyderabad,1622.95,6101,105,105,13,2,0,0
2026-04-29,vrs26_gads_search_generic_10k_natl,search_generic,Pune,1084.51,3042,57,57,10,5,1,6499
2026-04-29,vrs26_gads_search_generic_10k_natl,search_generic,Chennai,814.45,2832,58,58,7,5,2,1598
2026-04-29,vrs26_gads_pmax_all_natl,pmax,Mumbai,4353.95,13388,261,261,33,16,10,9389
2026-04-29,vrs26_gads_pmax_all_natl,pmax,Delhi NCR,3223.44,10618,179,179,25,15,8,11992
2026-04-29,vrs26_gads_pmax_all_natl,pmax,Bengaluru,3136.26,10809,202,202,19,6,2,3397
2026-04-29,vrs26_gads_pmax_all_natl,pmax,Hyderabad,1936.43,6550,146,146,7,3,2,2598
2026-04-29,vrs26_gads_pmax_all_natl,pmax,Pune,1595.34,4957,113,113,13,4,1,1598
2026-04-29,vrs26_gads_pmax_all_natl,pmax,Chennai,1302.98,4894,107,107,8,2,2,7298
2026-04-29,vrs26_gads_pmax_mum,pmax,Mumbai,6364.39,21294,389,389,43,14,6,14294
2026-04-29,vrs26_gads_pmax_mum,pmax,Delhi NCR,550.18,1892,50,50,5,1,1,1299
2026-04-29,vrs26_gads_pmax_mum,pmax,Bengaluru,507.79,1854,43,43,7,2,1,2999
2026-04-29,vrs26_gads_pmax_mum,pmax,Hyderabad,447.08,1820,52,52,11,2,1,1299
2026-04-29,vrs26_gads_pmax_mum,pmax,Pune,234.46,684,17,17,2,0,0,0
2026-04-29,vrs26_gads_pmax_mum,pmax,Chennai,202.77,701,10,10,5,3,2,2897
2026-04-29,vrs26_gads_pmax_blr,pmax,Mumbai,339.69,1159,29,29,2,0,0,0
2026-04-29,vrs26_gads_pmax_blr,pmax,Delhi NCR,433.21,1548,31,31,4,0,0,0
2026-04-29,vrs26_gads_pmax_blr,pmax,Bengaluru,5903.02,18726,419,419,41,13,9,15391
2026-04-29,vrs26_gads_pmax_blr,pmax,Hyderabad,243.47,864,15,15,2,0,0,0
2026-04-29,vrs26_gads_pmax_blr,pmax,Pune,198.33,692,14,14,4,1,0,0
2026-04-29,vrs26_gads_pmax_blr,pmax,Chennai,123.99,514,14,14,1,0,0,0
2026-04-29,vrs26_gads_display_remarketing_natl,display,Mumbai,2004.94,7754,152,152,7,5,2,4298
2026-04-29,vrs26_gads_display_remarketing_natl,display,Delhi NCR,1693.71,5183,114,114,12,3,3,5097
2026-04-29,vrs26_gads_display_remarketing_natl,display,Bengaluru,1516,5562,92,92,3,1,1,1299
2026-04-29,vrs26_gads_display_remarketing_natl,display,Hyderabad,997.8,3582,74,74,6,1,0,0
2026-04-29,vrs26_gads_display_remarketing_natl,display,Pune,773.99,2540,50,50,0,0,0,0
2026-04-29,vrs26_gads_display_remarketing_natl,display,Chennai,681.26,2482,44,44,4,1,1,799
2026-04-29,vrs26_gads_yt_instream_natl,youtube,Mumbai,2456.75,8955,194,194,17,4,3,7297
2026-04-29,vrs26_gads_yt_instream_natl,youtube,Delhi NCR,1680.6,5509,97,97,3,1,0,0
2026-04-29,vrs26_gads_yt_instream_natl,youtube,Bengaluru,2043.65,6815,160,160,14,3,2,2098
2026-04-29,vrs26_gads_yt_instream_natl,youtube,Hyderabad,1243.34,3895,74,74,8,5,1,499
2026-04-29,vrs26_gads_yt_instream_natl,youtube,Pune,1089.61,4081,80,80,4,0,0,0
2026-04-29,vrs26_gads_yt_instream_natl,youtube,Chennai,857.68,2539,60,60,6,2,1,1299
2026-04-30,vrs26_gads_search_brand_natl,search_brand,Mumbai,2709.99,9850,270,270,76,24,16,23384
2026-04-30,vrs26_gads_search_brand_natl,search_brand,Delhi NCR,2446.67,8961,179,179,33,16,5,11695
2026-04-30,vrs26_gads_search_brand_natl,search_brand,Bengaluru,2080.72,7303,154,154,29,12,8,24892
2026-04-30,vrs26_gads_search_brand_natl,search_brand,Hyderabad,1635.1,6557,110,110,27,11,3,4396
2026-04-30,vrs26_gads_search_brand_natl,search_brand,Pune,1088.79,3281,66,66,8,2,1,799
2026-04-30,vrs26_gads_search_brand_natl,search_brand,Chennai,830.92,2914,61,61,18,7,5,11894
2026-04-30,vrs26_gads_search_generic_marathon_natl,search_generic,Mumbai,4276.54,17388,343,343,40,17,9,19490
2026-04-30,vrs26_gads_search_generic_marathon_natl,search_generic,Delhi NCR,4031.17,13258,231,231,33,9,6,14493
2026-04-30,vrs26_gads_search_generic_marathon_natl,search_generic,Bengaluru,3044.44,10448,232,232,33,12,5,5294
2026-04-30,vrs26_gads_search_generic_marathon_natl,search_generic,Hyderabad,1945.88,6417,124,124,23,4,1,1999
2026-04-30,vrs26_gads_search_generic_marathon_natl,search_generic,Pune,1325.01,4125,87,87,6,2,2,6497
2026-04-30,vrs26_gads_search_generic_marathon_natl,search_generic,Chennai,1150.16,3741,84,84,12,5,3,10497
2026-04-30,vrs26_gads_search_generic_10k_natl,search_generic,Mumbai,2779.77,10885,289,289,27,12,7,10493
2026-04-30,vrs26_gads_search_generic_10k_natl,search_generic,Delhi NCR,2205.29,7166,142,142,17,6,4,8296
2026-04-30,vrs26_gads_search_generic_10k_natl,search_generic,Bengaluru,1883.37,5724,102,102,14,7,3,4797
2026-04-30,vrs26_gads_search_generic_10k_natl,search_generic,Hyderabad,1260,4052,85,85,12,9,6,5494
2026-04-30,vrs26_gads_search_generic_10k_natl,search_generic,Pune,1021.43,3631,96,96,12,3,2,3798
2026-04-30,vrs26_gads_search_generic_10k_natl,search_generic,Chennai,812.17,3223,52,52,6,3,0,0
2026-04-30,vrs26_gads_pmax_all_natl,pmax,Mumbai,4443.89,15404,273,273,28,7,3,9796
2026-04-30,vrs26_gads_pmax_all_natl,pmax,Delhi NCR,2839.45,11304,188,188,19,5,2,2598
2026-04-30,vrs26_gads_pmax_all_natl,pmax,Bengaluru,3050.57,11783,332,332,39,12,7,15593
2026-04-30,vrs26_gads_pmax_all_natl,pmax,Hyderabad,1970.51,7568,151,151,16,6,5,11594
2026-04-30,vrs26_gads_pmax_all_natl,pmax,Pune,1680.61,5655,97,97,9,3,1,499
2026-04-30,vrs26_gads_pmax_all_natl,pmax,Chennai,1165.54,4407,102,102,9,7,6,10493
2026-04-30,vrs26_gads_pmax_mum,pmax,Mumbai,6778.32,23086,531,531,54,18,11,12089
2026-04-30,vrs26_gads_pmax_mum,pmax,Delhi NCR,342.24,1394,35,35,4,0,0,0
2026-04-30,vrs26_gads_pmax_mum,pmax,Bengaluru,368.74,1224,25,25,2,2,1,499
2026-04-30,vrs26_gads_pmax_mum,pmax,Hyderabad,230.61,860,21,21,1,1,1,1999
2026-04-30,vrs26_gads_pmax_mum,pmax,Pune,211.64,731,11,11,1,0,0,0
2026-04-30,vrs26_gads_pmax_mum,pmax,Chennai,162.6,510,11,11,2,1,1,499
2026-04-30,vrs26_gads_pmax_blr,pmax,Mumbai,446.56,1587,41,41,7,3,2,1598
2026-04-30,vrs26_gads_pmax_blr,pmax,Delhi NCR,394.12,1404,36,36,4,1,1,799
2026-04-30,vrs26_gads_pmax_blr,pmax,Bengaluru,5710.63,17963,378,378,43,17,9,19790
2026-04-30,vrs26_gads_pmax_blr,pmax,Hyderabad,225.24,812,14,14,0,0,0,0
2026-04-30,vrs26_gads_pmax_blr,pmax,Pune,140.75,555,9,9,2,0,0,0
2026-04-30,vrs26_gads_pmax_blr,pmax,Chennai,139.13,527,7,7,0,0,0,0
2026-04-30,vrs26_gads_display_remarketing_natl,display,Mumbai,1727.44,6417,134,134,4,1,1,2499
2026-04-30,vrs26_gads_display_remarketing_natl,display,Delhi NCR,1780.37,5650,174,174,11,3,1,799
2026-04-30,vrs26_gads_display_remarketing_natl,display,Bengaluru,1409.35,3817,76,76,3,3,1,1299
2026-04-30,vrs26_gads_display_remarketing_natl,display,Hyderabad,1127.77,3670,94,94,6,2,1,3499
2026-04-30,vrs26_gads_display_remarketing_natl,display,Pune,799.23,3183,69,69,7,3,3,5297
2026-04-30,vrs26_gads_display_remarketing_natl,display,Chennai,627.36,2152,47,47,2,0,0,0
2026-04-30,vrs26_gads_yt_instream_natl,youtube,Mumbai,2011.61,6510,111,111,10,7,5,5395
2026-04-30,vrs26_gads_yt_instream_natl,youtube,Delhi NCR,2178.78,7894,164,164,7,3,1,799
2026-04-30,vrs26_gads_yt_instream_natl,youtube,Bengaluru,1938.57,6524,123,123,6,3,2,1298
2026-04-30,vrs26_gads_yt_instream_natl,youtube,Hyderabad,1438.46,5471,143,143,9,2,1,799
2026-04-30,vrs26_gads_yt_instream_natl,youtube,Pune,840.24,3159,82,82,8,2,1,1299
2026-04-30,vrs26_gads_yt_instream_natl,youtube,Chennai,724.2,2676,71,71,3,1,0,0
2026-05-01,vrs26_gads_search_brand_natl,search_brand,Mumbai,2374.24,7226,129,129,26,12,6,10194
2026-05-01,vrs26_gads_search_brand_natl,search_brand,Delhi NCR,2171.11,7482,162,162,31,16,11,19189
2026-05-01,vrs26_gads_search_brand_natl,search_brand,Bengaluru,2166.53,7243,163,163,41,10,6,16893
2026-05-01,vrs26_gads_search_brand_natl,search_brand,Hyderabad,1139.69,3918,91,91,17,7,5,8695
2026-05-01,vrs26_gads_search_brand_natl,search_brand,Pune,999.37,3309,60,60,11,6,4,5396
2026-05-01,vrs26_gads_search_brand_natl,search_brand,Chennai,742.25,2715,51,51,16,6,3,8097
2026-05-01,vrs26_gads_search_generic_marathon_natl,search_generic,Mumbai,3819.85,12879,368,368,52,26,21,41378
2026-05-01,vrs26_gads_search_generic_marathon_natl,search_generic,Delhi NCR,2789.27,10909,243,243,20,6,6,6694
2026-05-01,vrs26_gads_search_generic_marathon_natl,search_generic,Bengaluru,3062.58,11073,224,224,26,12,7,16693
2026-05-01,vrs26_gads_search_generic_marathon_natl,search_generic,Hyderabad,1920.94,6712,118,118,13,4,4,4196
2026-05-01,vrs26_gads_search_generic_marathon_natl,search_generic,Pune,1344.59,4655,121,121,13,6,2,2798
2026-05-01,vrs26_gads_search_generic_marathon_natl,search_generic,Chennai,1083.58,3903,78,78,7,1,1,1999
2026-05-01,vrs26_gads_search_generic_10k_natl,search_generic,Mumbai,2534.96,8960,229,229,25,8,3,5297
2026-05-01,vrs26_gads_search_generic_10k_natl,search_generic,Delhi NCR,1943.49,7456,176,176,26,10,7,8993
2026-05-01,vrs26_gads_search_generic_10k_natl,search_generic,Bengaluru,1644.96,5435,83,83,9,4,1,1999
2026-05-01,vrs26_gads_search_generic_10k_natl,search_generic,Hyderabad,1187.21,4165,88,88,12,4,2,1598
2026-05-01,vrs26_gads_search_generic_10k_natl,search_generic,Pune,853.69,2881,63,63,8,5,3,10297
2026-05-01,vrs26_gads_search_generic_10k_natl,search_generic,Chennai,690.93,2625,61,61,7,2,1,1999
2026-05-01,vrs26_gads_pmax_all_natl,pmax,Mumbai,4052.44,15032,329,329,31,12,10,15590
2026-05-01,vrs26_gads_pmax_all_natl,pmax,Delhi NCR,2374.61,7531,111,111,12,10,5,15395
2026-05-01,vrs26_gads_pmax_all_natl,pmax,Bengaluru,2702.08,8304,245,245,23,5,3,5297
2026-05-01,vrs26_gads_pmax_all_natl,pmax,Hyderabad,1808.45,5980,126,126,12,2,0,0
2026-05-01,vrs26_gads_pmax_all_natl,pmax,Pune,1401.17,5097,132,132,16,3,2,4798
2026-05-01,vrs26_gads_pmax_all_natl,pmax,Chennai,1128.62,3581,63,63,8,1,1,1299
2026-05-01,vrs26_gads_pmax_mum,pmax,Mumbai,6064.17,22390,536,536,63,28,16,30084
2026-05-01,vrs26_gads_pmax_mum,pmax,Delhi NCR,328.54,1148,23,23,2,1,1,2598
2026-05-01,vrs26_gads_pmax_mum,pmax,Bengaluru,341.73,1216,26,26,6,1,1,799
2026-05-01,vrs26_gads_pmax_mum,pmax,Hyderabad,180.03,554,13,13,2,0,0,0
2026-05-01,vrs26_gads_pmax_mum,pmax,Pune,164.93,700,13,13,2,1,0,0
2026-05-01,vrs26_gads_pmax_mum,pmax,Chennai,115.5,451,6,6,2,1,0,0
2026-05-01,vrs26_gads_pmax_blr,pmax,Mumbai,307.85,1120,19,19,6,4,2,2897
2026-05-01,vrs26_gads_pmax_blr,pmax,Delhi NCR,329.01,1180,34,34,4,1,0,0
2026-05-01,vrs26_gads_pmax_blr,pmax,Bengaluru,5191.19,18174,444,444,55,22,15,19085
2026-05-01,vrs26_gads_pmax_blr,pmax,Hyderabad,205,713,23,23,0,0,0,0
2026-05-01,vrs26_gads_pmax_blr,pmax,Pune,123.08,404,10,10,0,0,0,0
2026-05-01,vrs26_gads_pmax_blr,pmax,Chennai,116.34,425,12,12,0,0,0,0
2026-05-01,vrs26_gads_display_remarketing_natl,display,Mumbai,1968.27,7195,166,166,6,0,0,0
2026-05-01,vrs26_gads_display_remarketing_natl,display,Delhi NCR,1417.94,5123,138,138,11,2,1,1999
2026-05-01,vrs26_gads_display_remarketing_natl,display,Bengaluru,1172.4,3920,69,69,6,0,0,0
2026-05-01,vrs26_gads_display_remarketing_natl,display,Hyderabad,860.22,3140,53,53,4,0,0,0
2026-05-01,vrs26_gads_display_remarketing_natl,display,Pune,661.34,2017,36,36,5,2,1,499
2026-05-01,vrs26_gads_display_remarketing_natl,display,Chennai,561.27,1861,36,36,2,0,0,0
2026-05-01,vrs26_gads_yt_instream_natl,youtube,Mumbai,1941.24,7212,145,145,11,3,0,0
2026-05-01,vrs26_gads_yt_instream_natl,youtube,Delhi NCR,1793.55,6903,146,146,9,2,1,799
2026-05-01,vrs26_gads_yt_instream_natl,youtube,Bengaluru,1852.6,6315,158,158,12,3,3,3597
2026-05-01,vrs26_gads_yt_instream_natl,youtube,Hyderabad,893.28,3078,79,79,3,0,0,0
2026-05-01,vrs26_gads_yt_instream_natl,youtube,Pune,894.92,3073,55,55,3,1,0,0
2026-05-01,vrs26_gads_yt_instream_natl,youtube,Chennai,741.73,3004,68,68,4,0,0,0
2026-05-01,vrs26_gads_search_competitor_natl,search_generic,Mumbai,1234.74,4619,110,110,11,5,4,12596
2026-05-01,vrs26_gads_search_competitor_natl,search_generic,Delhi NCR,977.37,3621,94,94,19,10,7,11192
2026-05-01,vrs26_gads_search_competitor_natl,search_generic,Bengaluru,843.86,3114,62,62,5,2,1,1999
2026-05-01,vrs26_gads_search_competitor_natl,search_generic,Hyderabad,648.59,2344,58,58,6,2,2,2098
2026-05-01,vrs26_gads_search_competitor_natl,search_generic,Pune,401.75,1327,31,31,4,3,0,0
2026-05-01,vrs26_gads_search_competitor_natl,search_generic,Chennai,321.32,1095,25,25,2,1,0,0
2026-05-02,vrs26_gads_search_brand_natl,search_brand,Mumbai,2604.64,8993,261,261,56,23,19,28379
2026-05-02,vrs26_gads_search_brand_natl,search_brand,Delhi NCR,1797.76,7519,166,166,24,5,2,4498
2026-05-02,vrs26_gads_search_brand_natl,search_brand,Bengaluru,2115.07,7821,171,171,34,14,8,15791
2026-05-02,vrs26_gads_search_brand_natl,search_brand,Hyderabad,1539.87,4852,73,73,13,7,5,12194
2026-05-02,vrs26_gads_search_brand_natl,search_brand,Pune,1211.76,3847,80,80,17,5,5,13595
2026-05-02,vrs26_gads_search_brand_natl,search_brand,Chennai,1015.02,3443,67,67,13,8,4,5695
2026-05-02,vrs26_gads_search_generic_marathon_natl,search_generic,Mumbai,3397.85,10708,234,234,29,12,4,3696
2026-05-02,vrs26_gads_search_generic_marathon_natl,search_generic,Delhi NCR,3340.61,10673,213,213,25,10,5,4395
