date,campaign_name,audience,objective,city,spend,impressions,clicks,landed,lead_submitted,pay_now_attempt,conversions,gtv
2026-04-19,vrs26_li_corp_challenge_natl,hr_decision_makers,corporate,Pune,718.18,1585,8,8,0,0,0,0
2026-04-19,vrs26_li_corp_challenge_natl,hr_decision_makers,corporate,Chennai,438.74,1017,6,6,1,0,0,0
2026-04-19,vrs26_li_corp_challenge_natl,corporate_wellness,corporate,Mumbai,1840.98,4804,36,36,2,0,0,0
2026-04-19,vrs26_li_corp_challenge_natl,corporate_wellness,corporate,Delhi NCR,1351.4,2696,9,9,0,0,0,0
2026-04-19,vrs26_li_corp_challenge_natl,corporate_wellness,corporate,Bengaluru,1115.31,1982,17,17,1,0,0,0
2026-04-19,vrs26_li_corp_challenge_natl,corporate_wellness,corporate,Hyderabad,920.69,1581,10,10,1,0,0,0
2026-04-19,vrs26_li_corp_challenge_natl,corporate_wellness,corporate,Pune,623.72,1480,17,17,2,1,1,799
2026-04-19,vrs26_li_corp_challenge_natl,corporate_wellness,corporate,Chennai,490.4,949,9,9,0,0,0,0
2026-04-19,vrs26_li_corp_challenge_natl,senior_management,corporate,Mumbai,1784.23,3847,18,18,0,0,0,0
2026-04-19,vrs26_li_corp_challenge_natl,senior_management,corporate,Delhi NCR,1442.19,3047,21,21,3,2,1,799
2026-04-19,vrs26_li_corp_challenge_natl,senior_management,corporate,Bengaluru,1348.29,2401,16,16,0,0,0,0
2026-04-19,vrs26_li_corp_challenge_natl,senior_management,corporate,Hyderabad,699.34,1238,4,4,0,0,0,0
2026-04-19,vrs26_li_corp_challenge_natl,senior_management,corporate,Pune,602.8,1143,6,6,0,0,0,0
2026-04-19,vrs26_li_corp_challenge_natl,senior_management,corporate,Chennai,465.65,864,5,5,0,0,0,0
2026-04-19,vrs26_li_sponsored_brand_natl,running_clubs,brand,Mumbai,1434.34,2872,28,28,0,0,0,0
2026-04-19,vrs26_li_sponsored_brand_natl,running_clubs,brand,Delhi NCR,1439.26,3434,15,15,1,0,0,0
2026-04-19,vrs26_li_sponsored_brand_natl,running_clubs,brand,Bengaluru,1336.43,2581,22,22,1,0,0,0
2026-04-19,vrs26_li_sponsored_brand_natl,running_clubs,brand,Hyderabad,704.44,1143,8,8,1,0,0,0
2026-04-19,vrs26_li_sponsored_brand_natl,running_clubs,brand,Pune,657.5,1280,10,10,1,0,0,0
2026-04-19,vrs26_li_sponsored_brand_natl,running_clubs,brand,Chennai,544.02,1116,9,9,0,0,0,0
2026-04-19,vrs26_li_sponsored_brand_natl,senior_management,brand,Mumbai,1821.91,3930,19,19,1,0,0,0
2026-04-19,vrs26_li_sponsored_brand_natl,senior_management,brand,Delhi NCR,1087.38,2431,18,18,3,2,2,7298
2026-04-19,vrs26_li_sponsored_brand_natl,senior_management,brand,Bengaluru,1349.27,3069,29,29,5,1,0,0
2026-04-19,vrs26_li_sponsored_brand_natl,senior_management,brand,Hyderabad,712.35,1390,15,15,1,1,1,799
2026-04-19,vrs26_li_sponsored_brand_natl,senior_management,brand,Pune,634.48,1278,8,8,0,0,0,0
2026-04-19,vrs26_li_sponsored_brand_natl,senior_management,brand,Chennai,510.59,937,6,6,2,0,0,0
2026-04-20,vrs26_li_corp_challenge_natl,corporate_wellness,corporate,Mumbai,1239.48,2577,22,22,0,0,0,0
2026-04-20,vrs26_li_corp_challenge_natl,corporate_wellness,corporate,Delhi NCR,1253.58,2201,10,10,2,0,0,0
2026-04-20,vrs26_li_corp_challenge_natl,corporate_wellness,corporate,Bengaluru,1117.01,2557,12,12,0,0,0,0
2026-04-20,vrs26_li_corp_challenge_natl,corporate_wellness,corporate,Hyderabad,733.96,1615,11,11,1,0,0,0
2026-04-20,vrs26_li_corp_challenge_natl,corporate_wellness,corporate,Pune,477.46,962,5,5,0,0,0,0
2026-04-20,vrs26_li_corp_challenge_natl,corporate_wellness,corporate,Chennai,404.67,830,6,6,0,0,0,0
2026-04-20,vrs26_li_corp_challenge_natl,fitness_enthusiasts,corporate,Mumbai,1431.91,2875,26,26,3,1,1,1999
2026-04-20,vrs26_li_corp_challenge_natl,fitness_enthusiasts,corporate,Delhi NCR,1152.04,2330,2,2,0,0,0,0
2026-04-20,vrs26_li_corp_challenge_natl,fitness_enthusiasts,corporate,Bengaluru,1009.47,2030,10,10,1,0,0,0
2026-04-20,vrs26_li_corp_challenge_natl,fitness_enthusiasts,corporate,Hyderabad,683.95,1395,3,3,0,0,0,0
2026-04-20,vrs26_li_corp_challenge_natl,fitness_enthusiasts,corporate,Pune,519.11,993,4,4,0,0,0,0
2026-04-20,vrs26_li_corp_challenge_natl,fitness_enthusiasts,corporate,Chennai,429.68,833,6,6,0,0,0,0
2026-04-20,vrs26_li_corp_challenge_natl,senior_management,corporate,Mumbai,1385.96,3009,14,14,0,0,0,0
2026-04-20,vrs26_li_corp_challenge_natl,senior_management,corporate,Delhi NCR,995.72,2114,12,12,0,0,0,0
2026-04-20,vrs26_li_corp_challenge_natl,senior_management,corporate,Bengaluru,1051.8,1842,8,8,0,0,0,0
2026-04-20,vrs26_li_corp_challenge_natl,senior_management,corporate,Hyderabad,716.86,1553,4,4,0,0,0,0
2026-04-20,vrs26_li_corp_challenge_natl,senior_management,corporate,Pune,590.15,1111,4,4,0,0,0,0
2026-04-20,vrs26_li_corp_challenge_natl,senior_management,corporate,Chennai,485.67,921,11,11,2,1,0,0
2026-04-20,vrs26_li_sponsored_brand_natl,hr_decision_makers,brand,Mumbai,876.12,1778,6,6,1,1,1,1299
2026-04-20,vrs26_li_sponsored_brand_natl,hr_decision_makers,brand,Delhi NCR,718.37,1394,11,11,0,0,0,0
2026-04-20,vrs26_li_sponsored_brand_natl,hr_decision_makers,brand,Bengaluru,703.1,1278,6,6,2,0,0,0
2026-04-20,vrs26_li_sponsored_brand_natl,hr_decision_makers,brand,Hyderabad,443.43,920,4,4,0,0,0,0
2026-04-20,vrs26_li_sponsored_brand_natl,hr_decision_makers,brand,Pune,369.3,736,3,3,0,0,0,0
2026-04-20,vrs26_li_sponsored_brand_natl,hr_decision_makers,brand,Chennai,249.35,527,3,3,0,0,0,0
2026-04-20,vrs26_li_sponsored_brand_natl,running_clubs,brand,Mumbai,906.46,2220,13,13,1,0,0,0
2026-04-20,vrs26_li_sponsored_brand_natl,running_clubs,brand,Delhi NCR,680.63,1209,8,8,1,0,0,0
2026-04-20,vrs26_li_sponsored_brand_natl,running_clubs,brand,Bengaluru,647.25,1268,7,7,0,0,0,0
2026-04-20,vrs26_li_sponsored_brand_natl,running_clubs,brand,Hyderabad,504.59,1110,7,7,0,0,0,0
2026-04-20,vrs26_li_sponsored_brand_natl,running_clubs,brand,Pune,386.92,777,5,5,0,0,0,0
2026-04-20,vrs26_li_sponsored_brand_natl,running_clubs,brand,Chennai,233.83,585,6,6,0,0,0,0
2026-04-20,vrs26_li_sponsored_brand_natl,senior_management,brand,Mumbai,869.12,1644,11,11,1,0,0,0
2026-04-20,vrs26_li_sponsored_brand_natl,senior_management,brand,Delhi NCR,784.92,1796,13,13,2,0,0,0
2026-04-20,vrs26_li_sponsored_brand_natl,senior_management,brand,Bengaluru,593.06,1275,2,2,0,0,0,0
2026-04-20,vrs26_li_sponsored_brand_natl,senior_management,brand,Hyderabad,501.31,1026,9,9,0,0,0,0
2026-04-20,vrs26_li_sponsored_brand_natl,senior_management,brand,Pune,353.8,734,3,3,0,0,0,0
2026-04-20,vrs26_li_sponsored_brand_natl,senior_management,brand,Chennai,257.47,619,3,3,1,0,0,0
2026-04-21,vrs26_li_corp_challenge_natl,hr_decision_makers,corporate,Mumbai,883.89,1820,9,9,0,0,0,0
2026-04-21,vrs26_li_corp_challenge_natl,hr_decision_makers,corporate,Delhi NCR,680.27,1452,15,15,2,0,0,0
2026-04-21,vrs26_li_corp_challenge_natl,hr_decision_makers,corporate,Bengaluru,737.98,1558,14,14,1,0,0,0
2026-04-21,vrs26_li_corp_challenge_natl,hr_decision_makers,corporate,Hyderabad,457.61,895,9,9,1,0,0,0
2026-04-21,vrs26_li_corp_challenge_natl,hr_decision_makers,corporate,Pune,305.47,681,7,7,0,0,0,0
2026-04-21,vrs26_li_corp_challenge_natl,hr_decision_makers,corporate,Chennai,243.28,504,1,1,0,0,0,0
2026-04-21,vrs26_li_corp_challenge_natl,corporate_wellness,corporate,Mumbai,915.48,2003,7,7,0,0,0,0
2026-04-21,vrs26_li_corp_challenge_natl,corporate_wellness,corporate,Delhi NCR,771.43,1867,16,16,1,1,1,1999
2026-04-21,vrs26_li_corp_challenge_natl,corporate_wellness,corporate,Bengaluru,609.4,1393,8,8,2,2,1,1299
2026-04-21,vrs26_li_corp_challenge_natl,corporate_wellness,corporate,Hyderabad,440.44,901,8,8,1,0,0,0
2026-04-21,vrs26_li_corp_challenge_natl,corporate_wellness,corporate,Pune,376.19,916,3,3,0,0,0,0
2026-04-21,vrs26_li_corp_challenge_natl,corporate_wellness,corporate,Chennai,195.55,351,2,2,0,0,0,0
2026-04-21,vrs26_li_corp_challenge_natl,fitness_enthusiasts,corporate,Mumbai,735.64,1487,6,6,0,0,0,0
2026-04-21,vrs26_li_corp_challenge_natl,fitness_enthusiasts,corporate,Delhi NCR,802.94,1919,11,11,0,0,0,0
2026-04-21,vrs26_li_corp_challenge_natl,fitness_enthusiasts,corporate,Bengaluru,786.24,1787,15,15,0,0,0,0
2026-04-21,vrs26_li_corp_challenge_natl,fitness_enthusiasts,corporate,Hyderabad,443.86,1009,8,8,0,0,0,0
2026-04-21,vrs26_li_corp_challenge_natl,fitness_enthusiasts,corporate,Pune,313.68,589,6,6,1,1,1,799
2026-04-21,vrs26_li_corp_challenge_natl,fitness_enthusiasts,corporate,Chennai,226.15,510,1,1,0,0,0,0
2026-04-21,vrs26_li_corp_challenge_natl,running_clubs,corporate,Mumbai,873.18,2142,11,11,1,0,0,0
2026-04-21,vrs26_li_corp_challenge_natl,running_clubs,corporate,Delhi NCR,838.43,1780,15,15,2,0,0,0
2026-04-21,vrs26_li_corp_challenge_natl,running_clubs,corporate,Bengaluru,582.86,1114,7,7,0,0,0,0
2026-04-21,vrs26_li_corp_challenge_natl,running_clubs,corporate,Hyderabad,467.33,964,8,8,1,0,0,0
2026-04-21,vrs26_li_corp_challenge_natl,running_clubs,corporate,Pune,327.67,787,9,9,0,0,0,0
2026-04-21,vrs26_li_corp_challenge_natl,running_clubs,corporate,Chennai,219.01,403,2,2,1,1,0,0
2026-04-21,vrs26_li_corp_challenge_natl,senior_management,corporate,Mumbai,760.32,1572,13,13,1,0,0,0
2026-04-21,vrs26_li_corp_challenge_natl,senior_management,corporate,Delhi NCR,749.37,1335,6,6,0,0,0,0
2026-04-21,vrs26_li_corp_challenge_natl,senior_management,corporate,Bengaluru,761.71,1705,15,15,1,1,1,1598
2026-04-21,vrs26_li_corp_challenge_natl,senior_management,corporate,Hyderabad,437.05,955,5,5,0,0,0,0
2026-04-21,vrs26_li_corp_challenge_natl,senior_management,corporate,Pune,340.07,700,7,7,0,0,0,0
2026-04-21,vrs26_li_corp_challenge_natl,senior_management,corporate,Chennai,259.97,576,2,2,0,0,0,0
2026-04-21,vrs26_li_sponsored_brand_natl,hr_decision_makers,brand,Mumbai,885.13,1684,5,5,0,0,0,0
2026-04-21,vrs26_li_sponsored_brand_natl,hr_decision_makers,brand,Delhi NCR,826.47,1539,5,5,1,0,0,0
2026-04-21,vrs26_li_sponsored_brand_natl,hr_decision_makers,brand,Bengaluru,754.68,1629,3,3,0,0,0,0
2026-04-21,vrs26_li_sponsored_brand_natl,hr_decision_makers,brand,Hyderabad,427.14,744,2,2,1,1,1,1299
2026-04-21,vrs26_li_sponsored_brand_natl,hr_decision_makers,brand,Pune,375.19,803,6,6,0,0,0,0
2026-04-21,vrs26_li_sponsored_brand_natl,hr_decision_makers,brand,Chennai,276.2,570,2,2,0,0,0,0
2026-04-21,vrs26_li_sponsored_brand_natl,running_clubs,brand,Mumbai,977.53,2048,13,13,0,0,0,0
2026-04-21,vrs26_li_sponsored_brand_natl,running_clubs,brand,Delhi NCR,844.12,1694,12,12,2,0,0,0
2026-04-21,vrs26_li_sponsored_brand_natl,running_clubs,brand,Bengaluru,630.21,1248,9,9,1,0,0,0
2026-04-21,vrs26_li_sponsored_brand_natl,running_clubs,brand,Hyderabad,500.8,1022,0,0,0,0,0,0
2026-04-21,vrs26_li_sponsored_brand_natl,running_clubs,brand,Pune,316.39,708,5,5,0,0,0,0
2026-04-21,vrs26_li_sponsored_brand_natl,running_clubs,brand,Chennai,275.78,495,3,3,1,0,0,0
2026-04-21,vrs26_li_sponsored_brand_natl,senior_management,brand,Mumbai,870.51,1670,8,8,2,0,0,0
2026-04-21,vrs26_li_sponsored_brand_natl,senior_management,brand,Delhi NCR,850.88,1825,19,19,0,0,0,0
2026-04-21,vrs26_li_sponsored_brand_natl,senior_management,brand,Bengaluru,590.56,1411,8,8,0,0,0,0
2026-04-21,vrs26_li_sponsored_brand_natl,senior_management,brand,Hyderabad,531.4,1121,8,8,0,0,0,0
2026-04-21,vrs26_li_sponsored_brand_natl,senior_management,brand,Pune,432.48,924,7,7,0,0,0,0
2026-04-21,vrs26_li_sponsored_brand_natl,senior_management,brand,Chennai,268.98,611,3,3,1,1,1,499
2026-04-22,vrs26_li_corp_challenge_natl,corporate_wellness,corporate,Mumbai,1462.63,3107,8,8,0,0,0,0
2026-04-22,vrs26_li_corp_challenge_natl,corporate_wellness,corporate,Delhi NCR,1067.78,2218,8,8,1,0,0,0
2026-04-22,vrs26_li_corp_challenge_natl,corporate_wellness,corporate,Bengaluru,1134.25,2643,27,27,2,1,1,799
2026-04-22,vrs26_li_corp_challenge_natl,corporate_wellness,corporate,Hyderabad,797.8,1570,13,13,0,0,0,0
2026-04-22,vrs26_li_corp_challenge_natl,corporate_wellness,corporate,Pune,524.92,1053,7,7,1,1,1,2999
2026-04-22,vrs26_li_corp_challenge_natl,corporate_wellness,corporate,Chennai,451.54,799,4,4,0,0,0,0
2026-04-22,vrs26_li_corp_challenge_natl,running_clubs,corporate,Mumbai,1302.39,2871,16,16,0,0,0,0
2026-04-22,vrs26_li_corp_challenge_natl,running_clubs,corporate,Delhi NCR,1167.91,2253,12,12,0,0,0,0
2026-04-22,vrs26_li_corp_challenge_natl,running_clubs,corporate,Bengaluru,1183.07,2204,13,13,1,0,0,0
2026-04-22,vrs26_li_corp_challenge_natl,running_clubs,corporate,Hyderabad,664.82,1349,11,11,0,0,0,0
2026-04-22,vrs26_li_corp_challenge_natl,running_clubs,corporate,Pune,678.9,1347,13,13,0,0,0,0
2026-04-22,vrs26_li_corp_challenge_natl,running_clubs,corporate,Chennai,441.84,748,6,6,2,0,0,0
2026-04-22,vrs26_li_corp_challenge_natl,senior_management,corporate,Mumbai,1625.34,3132,14,14,2,1,0,0
2026-04-22,vrs26_li_corp_challenge_natl,senior_management,corporate,Delhi NCR,1105.75,2444,22,22,1,0,0,0
2026-04-22,vrs26_li_corp_challenge_natl,senior_management,corporate,Bengaluru,964.77,2163,18,18,0,0,0,0
2026-04-22,vrs26_li_corp_challenge_natl,senior_management,corporate,Hyderabad,834.71,1482,15,15,0,0,0,0
2026-04-22,vrs26_li_corp_challenge_natl,senior_management,corporate,Pune,537.04,1157,3,3,0,0,0,0
2026-04-22,vrs26_li_corp_challenge_natl,senior_management,corporate,Chennai,371.32,819,8,8,1,0,0,0
2026-04-22,vrs26_li_sponsored_brand_natl,hr_decision_makers,brand,Mumbai,979.22,2162,18,18,0,0,0,0
2026-04-22,vrs26_li_sponsored_brand_natl,hr_decision_makers,brand,Delhi NCR,736.77,1518,6,6,1,0,0,0
2026-04-22,vrs26_li_sponsored_brand_natl,hr_decision_makers,brand,Bengaluru,688.62,1565,15,15,1,0,0,0
2026-04-22,vrs26_li_sponsored_brand_natl,hr_decision_makers,brand,Hyderabad,484.13,903,7,7,1,0,0,0
2026-04-22,vrs26_li_sponsored_brand_natl,hr_decision_makers,brand,Pune,323.63,708,4,4,0,0,0,0
2026-04-22,vrs26_li_sponsored_brand_natl,hr_decision_makers,brand,Chennai,284.1,562,3,3,0,0,0,0
2026-04-22,vrs26_li_sponsored_brand_natl,fitness_enthusiasts,brand,Mumbai,960.89,1749,11,11,2,0,0,0
2026-04-22,vrs26_li_sponsored_brand_natl,fitness_enthusiasts,brand,Delhi NCR,734.75,1595,10,10,1,1,0,0
2026-04-22,vrs26_li_sponsored_brand_natl,fitness_enthusiasts,brand,Bengaluru,775.59,1923,4,4,2,1,1,1999
2026-04-22,vrs26_li_sponsored_brand_natl,fitness_enthusiasts,brand,Hyderabad,471.67,1157,2,2,1,0,0,0
2026-04-22,vrs26_li_sponsored_brand_natl,fitness_enthusiasts,brand,Pune,309.2,641,7,7,0,0,0,0
2026-04-22,vrs26_li_sponsored_brand_natl,fitness_enthusiasts,brand,Chennai,244.36,525,6,6,1,1,1,1299
2026-04-22,vrs26_li_sponsored_brand_natl,running_clubs,brand,Mumbai,1029.35,2339,15,15,2,0,0,0
2026-04-22,vrs26_li_sponsored_brand_natl,running_clubs,brand,Delhi NCR,711.74,1600,11,11,0,0,0,0
2026-04-22,vrs26_li_sponsored_brand_natl,running_clubs,brand,Bengaluru,715.17,1479,13,13,1,0,0,0
2026-04-22,vrs26_li_sponsored_brand_natl,running_clubs,brand,Hyderabad,410.66,862,5,5,0,0,0,0
2026-04-22,vrs26_li_sponsored_brand_natl,running_clubs,brand,Pune,333.2,729,7,7,1,0,0,0
2026-04-22,vrs26_li_sponsored_brand_natl,running_clubs,brand,Chennai,296.34,701,5,5,0,0,0,0
2026-04-23,vrs26_li_corp_challenge_natl,corporate_wellness,corporate,Mumbai,986.27,1925,7,7,1,1,0,0
2026-04-23,vrs26_li_corp_challenge_natl,corporate_wellness,corporate,Delhi NCR,729.07,1476,14,14,1,0,0,0
2026-04-23,vrs26_li_corp_challenge_natl,corporate_wellness,corporate,Bengaluru,722.99,1578,15,15,1,0,0,0
2026-04-23,vrs26_li_corp_challenge_natl,corporate_wellness,corporate,Hyderabad,434.43,883,8,8,0,0,0,0
2026-04-23,vrs26_li_corp_challenge_natl,corporate_wellness,corporate,Pune,360.26,920,7,7,0,0,0,0
2026-04-23,vrs26_li_corp_challenge_natl,corporate_wellness,corporate,Chennai,301.86,581,0,0,0,0,0,0
2026-04-23,vrs26_li_corp_challenge_natl,fitness_enthusiasts,corporate,Mumbai,953.27,2025,18,18,1,0,0,0
2026-04-23,vrs26_li_corp_challenge_natl,fitness_enthusiasts,corporate,Delhi NCR,708.37,1466,10,10,1,0,0,0
2026-04-23,vrs26_li_corp_challenge_natl,fitness_enthusiasts,corporate,Bengaluru,654.97,1177,8,8,1,0,0,0
2026-04-23,vrs26_li_corp_challenge_natl,fitness_enthusiasts,corporate,Hyderabad,536.13,1231,5,5,0,0,0,0
2026-04-23,vrs26_li_corp_challenge_natl,fitness_enthusiasts,corporate,Pune,393.35,784,7,7,0,0,0,0
2026-04-23,vrs26_li_corp_challenge_natl,fitness_enthusiasts,corporate,Chennai,288.8,569,4,4,0,0,0,0
2026-04-23,vrs26_li_corp_challenge_natl,running_clubs,corporate,Mumbai,768.99,1697,14,14,0,0,0,0
2026-04-23,vrs26_li_corp_challenge_natl,running_clubs,corporate,Delhi NCR,683.09,1364,9,9,0,0,0,0
2026-04-23,vrs26_li_corp_challenge_natl,running_clubs,corporate,Bengaluru,932.68,1645,15,15,1,0,0,0
2026-04-23,vrs26_li_corp_challenge_natl,running_clubs,corporate,Hyderabad,557.06,1405,7,7,0,0,0,0
2026-04-23,vrs26_li_corp_challenge_natl,running_clubs,corporate,Pune,309.49,669,8,8,0,0,0,0
2026-04-23,vrs26_li_corp_challenge_natl,running_clubs,corporate,Chennai,283.58,600,1,1,0,0,0,0
2026-04-23,vrs26_li_corp_challenge_natl,senior_management,corporate,Mumbai,836.13,1282,10,10,1,0,0,0
2026-04-23,vrs26_li_corp_challenge_natl,senior_management,corporate,Delhi NCR,670.47,1490,4,4,2,1,1,499
2026-04-23,vrs26_li_corp_challenge_natl,senior_management,corporate,Bengaluru,832.65,1842,9,9,0,0,0,0
2026-04-23,vrs26_li_corp_challenge_natl,senior_management,corporate,Hyderabad,519.69,1072,10,10,2,0,0,0
2026-04-23,vrs26_li_corp_challenge_natl,senior_management,corporate,Pune,335,674,6,6,1,0,0,0
2026-04-23,vrs26_li_corp_challenge_natl,senior_management,corporate,Chennai,340.95,734,1,1,0,0,0,0
2026-04-23,vrs26_li_sponsored_brand_natl,hr_decision_makers,brand,Mumbai,647.03,1298,9,9,0,0,0,0
2026-04-23,vrs26_li_sponsored_brand_natl,hr_decision_makers,brand,Delhi NCR,493.37,1117,8,8,1,0,0,0
2026-04-23,vrs26_li_sponsored_brand_natl,hr_decision_makers,brand,Bengaluru,468.35,1140,5,5,0,0,0,0
2026-04-23,vrs26_li_sponsored_brand_natl,hr_decision_makers,brand,Hyderabad,257.8,414,4,4,0,0,0,0
2026-04-23,vrs26_li_sponsored_brand_natl,hr_decision_makers,brand,Pune,233.21,490,1,1,0,0,0,0
2026-04-23,vrs26_li_sponsored_brand_natl,hr_decision_makers,brand,Chennai,172.66,334,1,1,0,0,0,0
2026-04-23,vrs26_li_sponsored_brand_natl,corporate_wellness,brand,Mumbai,614.49,1327,3,3,0,0,0,0
2026-04-23,vrs26_li_sponsored_brand_natl,corporate_wellness,brand,Delhi NCR,456.7,920,4,4,0,0,0,0
2026-04-23,vrs26_li_sponsored_brand_natl,corporate_wellness,brand,Bengaluru,557.28,1138,8,8,0,0,0,0
2026-04-23,vrs26_li_sponsored_brand_natl,corporate_wellness,brand,Hyderabad,291.22,548,3,3,0,0,0,0
2026-04-23,vrs26_li_sponsored_brand_natl,corporate_wellness,brand,Pune,177.57,453,5,5,0,0,0,0
2026-04-23,vrs26_li_sponsored_brand_natl,corporate_wellness,brand,Chennai,175.16,399,4,4,0,0,0,0
2026-04-23,vrs26_li_sponsored_brand_natl,fitness_enthusiasts,brand,Mumbai,595.99,1335,5,5,1,1,0,0
2026-04-23,vrs26_li_sponsored_brand_natl,fitness_enthusiasts,brand,Delhi NCR,490.7,1173,10,10,0,0,0,0
2026-04-23,vrs26_li_sponsored_brand_natl,fitness_enthusiasts,brand,Bengaluru,478.27,1127,4,4,0,0,0,0
2026-04-23,vrs26_li_sponsored_brand_natl,fitness_enthusiasts,brand,Hyderabad,275.2,482,1,1,0,0,0,0
2026-04-23,vrs26_li_sponsored_brand_natl,fitness_enthusiasts,brand,Pune,225.99,466,2,2,0,0,0,0
2026-04-23,vrs26_li_sponsored_brand_natl,fitness_enthusiasts,brand,Chennai,206.29,422,1,1,1,0,0,0
2026-04-23,vrs26_li_sponsored_brand_natl,senior_management,brand,Mumbai,537.76,1181,4,4,1,0,0,0
2026-04-23,vrs26_li_sponsored_brand_natl,senior_management,brand,Delhi NCR,537.79,1168,5,5,0,0,0,0
2026-04-23,vrs26_li_sponsored_brand_natl,senior_management,brand,Bengaluru,492.54,1066,0,0,0,0,0,0
2026-04-23,vrs26_li_sponsored_brand_natl,senior_management,brand,Hyderabad,267.54,602,5,5,0,0,0,0
2026-04-23,vrs26_li_sponsored_brand_natl,senior_management,brand,Pune,231.1,514,4,4,0,0,0,0
2026-04-23,vrs26_li_sponsored_brand_natl,senior_management,brand,Chennai,205.71,447,1,1,0,0,0,0
2026-04-24,vrs26_li_corp_challenge_natl,hr_decision_makers,corporate,Mumbai,1073.85,2627,19,19,0,0,0,0
2026-04-24,vrs26_li_corp_challenge_natl,hr_decision_makers,corporate,Delhi NCR,914.14,1884,2,2,0,0,0,0
2026-04-24,vrs26_li_corp_challenge_natl,hr_decision_makers,corporate,Bengaluru,811.92,1585,14,14,1,0,0,0
2026-04-24,vrs26_li_corp_challenge_natl,hr_decision_makers,corporate,Hyderabad,496.84,1137,13,13,0,0,0,0
2026-04-24,vrs26_li_corp_challenge_natl,hr_decision_makers,corporate,Pune,393.07,835,4,4,0,0,0,0
2026-04-24,vrs26_li_corp_challenge_natl,hr_decision_makers,corporate,Chennai,330.42,728,8,8,2,0,0,0
2026-04-24,vrs26_li_corp_challenge_natl,corporate_wellness,corporate,Mumbai,962.77,1859,11,11,0,0,0,0
2026-04-24,vrs26_li_corp_challenge_natl,corporate_wellness,corporate,Delhi NCR,1023.2,2307,13,13,3,2,1,799
2026-04-24,vrs26_li_corp_challenge_natl,corporate_wellness,corporate,Bengaluru,770.14,1641,9,9,1,0,0,0
2026-04-24,vrs26_li_corp_challenge_natl,corporate_wellness,corporate,Hyderabad,546.32,1165,11,11,0,0,0,0
2026-04-24,vrs26_li_corp_challenge_natl,corporate_wellness,corporate,Pune,391.25,887,7,7,1,1,0,0
2026-04-24,vrs26_li_corp_challenge_natl,corporate_wellness,corporate,Chennai,326.55,687,2,2,0,0,0,0
2026-04-24,vrs26_li_corp_challenge_natl,running_clubs,corporate,Mumbai,1092.06,2460,16,16,1,0,0,0
2026-04-24,vrs26_li_corp_challenge_natl,running_clubs,corporate,Delhi NCR,855.44,2145,13,13,0,0,0,0
2026-04-24,vrs26_li_corp_challenge_natl,running_clubs,corporate,Bengaluru,859.26,2049,15,15,0,0,0,0
2026-04-24,vrs26_li_corp_challenge_natl,running_clubs,corporate,Hyderabad,491.85,1041,3,3,0,0,0,0
2026-04-24,vrs26_li_corp_challenge_natl,running_clubs,corporate,Pune,396.88,977,8,8,0,0,0,0
2026-04-24,vrs26_li_corp_challenge_natl,running_clubs,corporate,Chennai,324.73,684,4,4,0,0,0,0
2026-04-24,vrs26_li_sponsored_brand_natl,hr_decision_makers,brand,Mumbai,1077.83,2161,13,13,1,0,0,0
2026-04-24,vrs26_li_sponsored_brand_natl,hr_decision_makers,brand,Delhi NCR,763.87,1704,5,5,1,0,0,0
2026-04-24,vrs26_li_sponsored_brand_natl,hr_decision_makers,brand,Bengaluru,742.98,1833,12,12,1,0,0,0
2026-04-24,vrs26_li_sponsored_brand_natl,hr_decision_makers,brand,Hyderabad,577.69,1272,6,6,0,0,0,0
2026-04-24,vrs26_li_sponsored_brand_natl,hr_decision_makers,brand,Pune,446.22,990,4,4,1,0,0,0
2026-04-24,vrs26_li_sponsored_brand_natl,hr_decision_makers,brand,Chennai,268.07,585,7,7,1,0,0,0
2026-04-24,vrs26_li_sponsored_brand_natl,running_clubs,brand,Mumbai,1065.32,2380,16,16,0,0,0,0
2026-04-24,vrs26_li_sponsored_brand_natl,running_clubs,brand,Delhi NCR,805.26,1847,4,4,0,0,0,0
2026-04-24,vrs26_li_sponsored_brand_natl,running_clubs,brand,Bengaluru,776.57,1770,11,11,1,0,0,0
2026-04-24,vrs26_li_sponsored_brand_natl,running_clubs,brand,Hyderabad,577,1160,7,7,0,0,0,0
2026-04-24,vrs26_li_sponsored_brand_natl,running_clubs,brand,Pune,388.5,897,11,11,0,0,0,0
2026-04-24,vrs26_li_sponsored_brand_natl,running_clubs,brand,Chennai,264,539,5,5,1,0,0,0
2026-04-25,vrs26_li_corp_challenge_natl,hr_decision_makers,corporate,Mumbai,787.09,1819,11,11,1,0,0,0
2026-04-25,vrs26_li_corp_challenge_natl,hr_decision_makers,corporate,Delhi NCR,683.45,1613,14,14,0,0,0,0
2026-04-25,vrs26_li_corp_challenge_natl,hr_decision_makers,corporate,Bengaluru,716.42,1436,8,8,0,0,0,0
2026-04-25,vrs26_li_corp_challenge_natl,hr_decision_makers,corporate,Hyderabad,363.54,838,4,4,0,0,0,0
2026-04-25,vrs26_li_corp_challenge_natl,hr_decision_makers,corporate,Pune,334.57,674,7,7,0,0,0,0
2026-04-25,vrs26_li_corp_challenge_natl,hr_decision_makers,corporate,Chennai,249.43,478,4,4,0,0,0,0
